car_type,hour,day_of_week,multiplier
SUV,15,6,1.968
SEDAN,19,1,1.028
SUV,22,5,1.472
XE_MAY,21,3,0.439
SEDAN,5,1,0.877
SEDAN,19,3,1.027
XE_MAY,13,3,0.494
SUV,7,1,1.219
XE_MAY,0,2,0.453
SUV,11,5,1.637
SEDAN,5,6,1.18
XE_MAY,2,2,0.444
PICKUP,3,4,1.223
SEDAN,3,4,0.925
SEDAN,15,2,1.182
SUV,11,6,1.642
XE_MAY,17,2,0.607
SEDAN,22,6,1.178
XE_MAY,22,0,0.445
PICKUP,14,6,1.795
XE_MAY,3,6,0.588
XE_MAY,17,0,0.613
XE_MAY,5,5,0.601
XE_MAY,6,2,0.439
SEDAN,23,2,0.881
PICKUP,16,3,1.725
XE_MAY,4,5,0.593
SUV,10,6,1.995
SEDAN,3,6,1.149
SEDAN,14,3,1.005
XE_MAY,7,6,0.658
PICKUP,10,2,1.698
SEDAN,2,2,0.895
SUV,22,6,1.42
PICKUP,11,5,1.829
SEDAN,4,6,1.153
PICKUP,7,1,1.396
PICKUP,13,3,1.438
PICKUP,16,6,2.171
SUV,0,3,1.148
SEDAN,0,5,1.148
XE_MAY,2,2,0.455
SUV,12,6,1.672
SEDAN,13,0,0.976
PICKUP,1,5,1.59
SEDAN,18,0,0.996
SUV,13,3,1.219
SUV,23,5,1.484
SUV,11,0,1.281
SUV,16,4,1.494
SEDAN,22,3,0.887
PICKUP,20,1,1.394
PICKUP,22,2,1.277
PICKUP,6,2,1.223
XE_MAY,1,4,0.452
SUV,12,5,1.636
SEDAN,16,4,1.21
SUV,6,0,1.108
SUV,16,2,1.519
SEDAN,0,0,0.878
SUV,7,6,1.596
SUV,23,3,1.15
XE_MAY,23,0,0.456
SUV,8,5,1.893
SUV,3,0,1.108
XE_MAY,14,2,0.491
XE_MAY,14,2,0.493
SEDAN,23,4,0.886
SEDAN,11,2,0.974
SUV,21,6,1.459
SEDAN,22,3,0.913
SEDAN,3,2,0.906
SEDAN,11,3,1.01
XE_MAY,4,5,0.57
PICKUP,13,0,1.438
XE_MAY,1,3,0.459
SEDAN,15,1,1.222
PICKUP,2,2,1.284
PICKUP,18,4,1.436
PICKUP,8,4,1.684
PICKUP,20,3,1.375
PICKUP,22,3,1.269
PICKUP,5,1,1.278
SEDAN,15,5,1.582
PICKUP,4,5,1.64
XE_MAY,22,1,0.438
PICKUP,15,0,1.667
SEDAN,17,2,1.23
XE_MAY,19,6,0.653
PICKUP,3,0,1.263
SUV,18,2,1.233
XE_MAY,16,1,0.595
XE_MAY,11,2,0.512
SUV,9,2,1.515
PICKUP,0,6,1.666
SEDAN,4,6,1.167
PICKUP,1,2,1.27
SUV,6,1,1.108
PICKUP,0,0,1.276
SUV,2,6,1.456
XE_MAY,13,3,0.498
SUV,18,3,1.261
SUV,12,3,1.283
SEDAN,4,4,0.876
PICKUP,14,5,1.855
PICKUP,4,6,1.618
SUV,2,6,1.458
PICKUP,12,1,1.36
PICKUP,10,4,1.66
XE_MAY,21,3,0.45
SUV,20,0,1.217
SEDAN,22,0,0.9
SUV,17,5,2.0
XE_MAY,20,4,0.488
XE_MAY,6,4,0.457
XE_MAY,18,4,0.497
SEDAN,15,4,1.211
XE_MAY,3,5,0.577
SEDAN,0,2,0.882
SEDAN,7,6,1.274
PICKUP,2,6,1.596
SUV,12,4,1.226
XE_MAY,15,6,0.788
XE_MAY,10,3,0.614
SEDAN,13,0,1.019
SUV,12,2,1.264
XE_MAY,3,0,0.439
SEDAN,9,1,1.185
SEDAN,8,6,1.542
XE_MAY,4,2,0.443
PICKUP,21,1,1.261
XE_MAY,19,2,0.501
SEDAN,0,5,1.16
XE_MAY,9,3,0.595
XE_MAY,10,1,0.612
PICKUP,10,2,1.709
PICKUP,3,0,1.245
SEDAN,7,6,1.332
SEDAN,15,4,1.233
PICKUP,3,2,1.247
XE_MAY,10,3,0.595
PICKUP,2,3,1.26
XE_MAY,13,5,0.667
SEDAN,0,2,0.92
XE_MAY,7,6,0.635
SEDAN,9,4,1.192
PICKUP,14,0,1.404
SEDAN,4,2,0.9
SEDAN,7,4,0.982
PICKUP,17,3,1.716
XE_MAY,0,6,0.591
PICKUP,19,2,1.428
SEDAN,0,0,0.919
PICKUP,8,4,1.705
SUV,21,3,1.121
SUV,20,1,1.258
SUV,1,1,1.102
XE_MAY,9,0,0.606
PICKUP,22,0,1.236
SEDAN,23,4,0.91
SUV,13,1,1.23
SUV,21,2,1.099
SUV,22,3,1.102
SUV,7,5,1.576
SUV,10,1,1.52
PICKUP,19,2,1.42
XE_MAY,22,1,0.45
XE_MAY,19,3,0.49
XE_MAY,0,5,0.57
SEDAN,13,4,0.971
PICKUP,12,4,1.372
XE_MAY,20,5,0.665
XE_MAY,17,0,0.591
PICKUP,21,0,1.249
SUV,12,6,1.587
SUV,12,1,1.229
XE_MAY,3,3,0.451
SUV,6,3,1.132
XE_MAY,7,5,0.64
XE_MAY,8,5,0.759
SUV,6,0,1.118
SUV,22,1,1.107
SEDAN,15,2,1.18
XE_MAY,8,3,0.617
SEDAN,0,1,0.906
PICKUP,3,6,1.644
SUV,18,4,1.244
PICKUP,5,4,1.255
SEDAN,21,5,1.173
SEDAN,2,4,0.911
SEDAN,23,0,0.911
SEDAN,8,4,1.176
SEDAN,16,5,1.56
SUV,6,6,1.455
XE_MAY,22,5,0.598
SUV,21,4,1.134
PICKUP,0,3,1.262
XE_MAY,10,3,0.586
PICKUP,8,0,1.691
PICKUP,15,2,1.641
XE_MAY,23,1,0.446
XE_MAY,8,3,0.587
PICKUP,10,0,1.699
PICKUP,6,2,1.238
XE_MAY,18,6,0.646
XE_MAY,23,1,0.461
PICKUP,2,1,1.238
SEDAN,5,2,0.9
SUV,2,5,1.455
XE_MAY,0,3,0.437
PICKUP,0,4,1.282
SUV,8,1,1.461
XE_MAY,15,1,0.599
SUV,1,6,1.468
SUV,16,6,1.965
SEDAN,2,6,1.183
PICKUP,3,5,1.614
PICKUP,18,0,1.359
XE_MAY,1,0,0.456
PICKUP,10,6,2.189
XE_MAY,4,0,0.459
PICKUP,1,2,1.284
PICKUP,2,0,1.286
XE_MAY,17,0,0.599
SUV,12,3,1.238
XE_MAY,19,6,0.661
PICKUP,7,6,1.815
XE_MAY,14,3,0.491
PICKUP,13,4,1.43
XE_MAY,10,5,0.798
XE_MAY,14,4,0.499
SUV,18,1,1.218
XE_MAY,3,0,0.447
XE_MAY,18,6,0.662
SEDAN,18,1,1.024
SUV,11,3,1.228
PICKUP,23,4,1.227
PICKUP,5,1,1.289
SEDAN,1,0,0.894
SEDAN,9,4,1.203
PICKUP,16,5,2.245
SUV,9,4,1.461
SEDAN,4,3,0.908
SUV,19,2,1.218
SUV,11,0,1.241
SEDAN,1,1,0.916
XE_MAY,13,2,0.498
SEDAN,6,5,1.205
SEDAN,2,2,0.903
SEDAN,21,3,0.89
PICKUP,19,5,1.789
SUV,18,4,1.239
SUV,19,2,1.24
PICKUP,10,1,1.637
XE_MAY,14,6,0.645
XE_MAY,15,1,0.599
XE_MAY,20,1,0.507
SEDAN,14,4,1.009
SEDAN,7,3,1.013
SUV,23,3,1.092
SEDAN,12,1,0.983
XE_MAY,11,0,0.505
XE_MAY,11,0,0.5
XE_MAY,4,2,0.437
PICKUP,6,5,1.668
SUV,1,0,1.143
SEDAN,6,2,0.903
SEDAN,7,2,0.974
SEDAN,10,6,1.585
SEDAN,5,1,0.905
XE_MAY,5,6,0.595
SUV,3,0,1.142
SEDAN,12,5,1.324
XE_MAY,10,1,0.601
SUV,14,1,1.223
SUV,11,5,1.642
SEDAN,16,6,1.571
PICKUP,22,0,1.278
XE_MAY,4,1,0.441
SEDAN,6,4,0.884
PICKUP,22,2,1.29
SUV,19,3,1.269
SEDAN,1,6,1.199
SEDAN,17,2,1.219
SEDAN,10,1,1.207
XE_MAY,20,6,0.656
SUV,4,6,1.497
PICKUP,6,5,1.646
XE_MAY,15,6,0.786
XE_MAY,5,4,0.441
PICKUP,20,6,1.817
SUV,15,4,1.519
PICKUP,5,2,1.243
SUV,16,5,1.915
PICKUP,22,3,1.246
PICKUP,8,4,1.654
PICKUP,20,6,1.789
XE_MAY,6,1,0.448
SEDAN,14,6,1.332
SEDAN,12,1,1.0
SUV,13,3,1.227
SEDAN,11,2,0.975
XE_MAY,4,6,0.592
XE_MAY,9,3,0.596
SUV,7,4,1.274
XE_MAY,14,4,0.505
SUV,13,3,1.272
PICKUP,13,3,1.381
SUV,15,2,1.517
SUV,12,0,1.232
SEDAN,14,1,1.026
SUV,20,0,1.26
SUV,2,2,1.113
XE_MAY,8,1,0.592
XE_MAY,3,0,0.442
SUV,1,4,1.138
SEDAN,10,1,1.18
SUV,8,2,1.509
SUV,6,5,1.442
SEDAN,22,5,1.181
SUV,0,6,1.49
SUV,9,6,1.983
SUV,12,3,1.27
XE_MAY,15,5,0.765
SEDAN,12,1,0.975
SEDAN,23,5,1.184
SEDAN,15,1,1.191
PICKUP,23,6,1.631
PICKUP,10,6,2.123
XE_MAY,10,6,0.769
SEDAN,13,6,1.264
PICKUP,6,3,1.289
PICKUP,17,0,1.654
SUV,4,4,1.129
SEDAN,9,5,1.517
XE_MAY,15,6,0.788
SUV,10,1,1.484
PICKUP,13,5,1.863
PICKUP,22,4,1.289
SUV,10,4,1.484
XE_MAY,18,6,0.666
XE_MAY,4,1,0.463
SUV,18,5,1.657
PICKUP,12,1,1.429
PICKUP,2,4,1.241
PICKUP,6,3,1.266
XE_MAY,10,4,0.584
PICKUP,20,2,1.366
XE_MAY,5,0,0.463
SEDAN,1,6,1.158
PICKUP,0,1,1.279
SEDAN,2,3,0.917
SUV,6,1,1.149
SUV,21,4,1.159
XE_MAY,14,0,0.492
SUV,16,0,1.459
SEDAN,10,6,1.552
PICKUP,12,1,1.369
XE_MAY,4,4,0.437
PICKUP,15,5,2.166
XE_MAY,12,6,0.661
SEDAN,4,6,1.175
SEDAN,9,3,1.187
PICKUP,5,4,1.272
SUV,18,1,1.23
PICKUP,8,1,1.631
XE_MAY,4,3,0.457
XE_MAY,12,4,0.504
SEDAN,16,2,1.219
PICKUP,14,3,1.361
XE_MAY,23,0,0.459
SUV,20,3,1.259
SUV,22,6,1.468
SUV,12,4,1.259
SEDAN,13,1,1.022
SEDAN,19,5,1.307
PICKUP,14,3,1.407
SEDAN,22,4,0.926
XE_MAY,12,5,0.66
XE_MAY,7,6,0.648
SEDAN,8,5,1.579
SUV,21,0,1.118
SEDAN,15,3,1.18
XE_MAY,11,0,0.503
XE_MAY,16,6,0.8
SUV,13,3,1.282
SEDAN,8,1,1.189
XE_MAY,14,0,0.501
XE_MAY,20,5,0.639
PICKUP,12,2,1.442
PICKUP,6,3,1.296
XE_MAY,0,2,0.454
XE_MAY,22,1,0.458
SUV,21,5,1.481
PICKUP,15,3,1.689
XE_MAY,2,4,0.438
SEDAN,22,3,0.898
SEDAN,15,6,1.576
SUV,5,1,1.137
XE_MAY,19,0,0.496
SEDAN,9,0,1.232
PICKUP,5,0,1.235
XE_MAY,21,2,0.45
SEDAN,14,2,1.011
SEDAN,6,5,1.184
XE_MAY,21,4,0.454
SEDAN,14,5,1.282
XE_MAY,20,6,0.637
XE_MAY,12,5,0.655
SUV,14,0,1.257
XE_MAY,1,6,0.574
PICKUP,6,1,1.276
SUV,7,1,1.247
XE_MAY,0,3,0.455
XE_MAY,0,2,0.459
SEDAN,21,5,1.147
XE_MAY,7,0,0.486
SEDAN,23,1,0.915
XE_MAY,13,4,0.503
XE_MAY,10,2,0.607
SEDAN,19,1,1.02
PICKUP,13,0,1.425
SEDAN,6,0,0.925
SUV,10,1,1.503
XE_MAY,12,5,0.65
SUV,0,3,1.118
SEDAN,14,1,0.979
XE_MAY,21,6,0.588
SUV,20,4,1.233
SUV,1,0,1.153
SEDAN,13,2,1.005
PICKUP,3,5,1.647
SEDAN,8,0,1.19
SUV,20,5,1.581
PICKUP,21,6,1.592
SEDAN,10,1,1.194
SUV,21,3,1.097
XE_MAY,10,0,0.604
PICKUP,12,4,1.432
SEDAN,16,4,1.228
XE_MAY,7,0,0.505
XE_MAY,9,1,0.59
PICKUP,7,4,1.43
XE_MAY,1,1,0.46
SUV,15,2,1.473
SEDAN,4,3,0.913
SEDAN,20,0,0.987
SEDAN,23,4,0.916
PICKUP,23,2,1.298
SEDAN,8,2,1.166
XE_MAY,16,6,0.799
PICKUP,20,6,1.833
SUV,0,1,1.157
SUV,10,1,1.497
SEDAN,17,0,1.225
SEDAN,21,5,1.139
SEDAN,19,6,1.287
PICKUP,16,2,1.636
SEDAN,14,5,1.337
XE_MAY,2,6,0.596
PICKUP,2,1,1.287
XE_MAY,20,1,0.513
SEDAN,4,0,0.878
SEDAN,18,4,0.993
SEDAN,7,4,0.974
XE_MAY,13,5,0.639
PICKUP,9,1,1.653
SEDAN,7,3,0.998
SEDAN,19,1,0.986
SUV,9,4,1.464
PICKUP,20,1,1.372
SUV,15,0,1.468
SUV,12,3,1.285
SEDAN,15,3,1.219
PICKUP,16,4,1.727
PICKUP,4,6,1.632
PICKUP,0,6,1.616
PICKUP,13,6,1.853
XE_MAY,9,4,0.594
SEDAN,17,5,1.541
SEDAN,8,3,1.181
PICKUP,9,3,1.643
SUV,12,4,1.232
PICKUP,2,2,1.249
SEDAN,22,3,0.909
SEDAN,4,1,0.876
XE_MAY,0,6,0.575
SUV,15,3,1.528
PICKUP,12,5,1.781
SUV,12,3,1.238
SUV,20,4,1.277
XE_MAY,13,0,0.49
XE_MAY,12,4,0.487
SEDAN,6,6,1.169
PICKUP,8,6,2.158
SUV,16,5,1.957
PICKUP,20,5,1.853
SUV,22,0,1.101
PICKUP,13,5,1.829
SEDAN,7,3,1.0
XE_MAY,11,5,0.636
XE_MAY,22,5,0.589
SEDAN,8,4,1.184
PICKUP,21,1,1.259
SUV,7,4,1.219
SEDAN,0,0,0.898
XE_MAY,20,5,0.642
PICKUP,12,5,1.855
XE_MAY,16,1,0.584
PICKUP,5,6,1.63
PICKUP,8,5,2.179
SUV,16,4,1.52
PICKUP,18,2,1.406
PICKUP,23,6,1.654
XE_MAY,3,5,0.595
SUV,4,2,1.149
SEDAN,23,3,0.89
SUV,0,1,1.128
PICKUP,0,0,1.286
XE_MAY,22,3,0.463
PICKUP,20,2,1.433
PICKUP,5,1,1.25
SUV,5,5,1.436
SEDAN,6,3,0.899
SEDAN,16,0,1.217
PICKUP,18,6,1.819
SEDAN,5,1,0.899
XE_MAY,23,1,0.459
SEDAN,8,6,1.547
PICKUP,14,5,1.859
XE_MAY,20,1,0.497
XE_MAY,9,0,0.594
PICKUP,3,2,1.257
XE_MAY,10,0,0.609
SEDAN,15,3,1.173
XE_MAY,0,0,0.442
SUV,0,5,1.502
XE_MAY,3,1,0.441
XE_MAY,12,4,0.502
SUV,15,3,1.507
SUV,19,3,1.249
SUV,11,5,1.639
SUV,10,6,1.918
SEDAN,11,5,1.304
PICKUP,12,4,1.389
XE_MAY,11,6,0.656
SUV,3,0,1.101
PICKUP,22,3,1.265
SEDAN,0,4,0.883
XE_MAY,16,2,0.592
SEDAN,11,3,0.983
PICKUP,16,3,1.648
SEDAN,0,5,1.193
SUV,0,5,1.444
SUV,1,6,1.5
SUV,21,3,1.157
SEDAN,19,3,1.004
PICKUP,23,4,1.233
XE_MAY,11,3,0.496
PICKUP,21,6,1.667
XE_MAY,23,3,0.446
SUV,19,1,1.219
SEDAN,16,4,1.204
XE_MAY,4,3,0.459
XE_MAY,9,6,0.794
PICKUP,5,3,1.235
XE_MAY,15,5,0.788
SEDAN,7,1,0.983
SEDAN,21,5,1.15
XE_MAY,3,3,0.46
XE_MAY,5,2,0.443
PICKUP,8,1,1.656
SUV,21,3,1.091
XE_MAY,21,1,0.46
PICKUP,2,6,1.667
SUV,7,4,1.26
XE_MAY,20,2,0.508
PICKUP,22,5,1.604
PICKUP,20,5,1.815
PICKUP,7,1,1.388
SUV,3,2,1.098
XE_MAY,3,0,0.45
SUV,23,4,1.153
SEDAN,23,0,0.875
SUV,4,6,1.444
SUV,12,4,1.228
XE_MAY,9,0,0.591
SEDAN,12,3,1.025
SUV,11,6,1.622
SEDAN,16,5,1.557
SEDAN,3,3,0.914
XE_MAY,17,6,0.764
PICKUP,10,1,1.679
SUV,7,3,1.245
PICKUP,4,4,1.267
SUV,4,5,1.506
XE_MAY,19,2,0.508
SUV,16,5,1.938
XE_MAY,8,6,0.795
PICKUP,20,6,1.784
SEDAN,15,2,1.166
PICKUP,1,6,1.609
SUV,4,6,1.448
SEDAN,23,6,1.171
SEDAN,22,5,1.178
XE_MAY,5,6,0.599
PICKUP,23,3,1.261
SUV,21,6,1.463
SEDAN,0,4,0.876
PICKUP,10,3,1.633
PICKUP,11,6,1.826
PICKUP,12,0,1.395
SUV,9,5,1.99
SEDAN,22,6,1.146
PICKUP,3,1,1.224
SUV,18,6,1.62
XE_MAY,22,2,0.443
PICKUP,20,1,1.362
SEDAN,14,5,1.318
PICKUP,9,1,1.641
SEDAN,6,6,1.178
SEDAN,23,5,1.155
XE_MAY,11,5,0.637
XE_MAY,21,6,0.581
SEDAN,12,3,1.018
SEDAN,1,0,0.894
SUV,15,1,1.523
XE_MAY,3,4,0.44
SUV,18,3,1.27
SEDAN,20,5,1.279
PICKUP,7,0,1.415
XE_MAY,7,3,0.502
PICKUP,9,5,2.24
SEDAN,20,5,1.291
PICKUP,22,6,1.595
XE_MAY,14,6,0.631
PICKUP,8,5,2.227
PICKUP,11,0,1.402
XE_MAY,3,0,0.457
XE_MAY,15,5,0.768
SEDAN,0,4,0.892
PICKUP,8,5,2.122
XE_MAY,18,1,0.514
PICKUP,15,5,2.206
PICKUP,9,4,1.724
SEDAN,3,2,0.887
XE_MAY,22,6,0.589
SEDAN,12,6,1.314
XE_MAY,12,4,0.495
PICKUP,2,4,1.286
XE_MAY,6,5,0.601
XE_MAY,5,6,0.599
SEDAN,0,4,0.913
PICKUP,10,0,1.658
XE_MAY,4,4,0.444
SEDAN,20,1,1.028
XE_MAY,17,2,0.582
XE_MAY,2,0,0.456
SUV,11,4,1.265
SEDAN,13,5,1.31
XE_MAY,7,2,0.515
XE_MAY,16,6,0.771
SUV,21,4,1.114
PICKUP,4,4,1.228
PICKUP,22,2,1.256
SUV,19,4,1.232
SEDAN,22,0,0.892
XE_MAY,7,0,0.51
SEDAN,4,2,0.924
SEDAN,4,4,0.883
SEDAN,18,2,0.992
SUV,4,5,1.5
PICKUP,2,4,1.227
SUV,8,3,1.463
SEDAN,12,3,0.98
XE_MAY,8,5,0.784
PICKUP,22,1,1.234
SEDAN,2,5,1.203
SUV,20,5,1.62
SEDAN,22,2,0.9
SEDAN,13,6,1.28
SEDAN,10,6,1.557
PICKUP,12,0,1.414
SEDAN,2,2,0.914
XE_MAY,17,0,0.609
PICKUP,2,2,1.266
XE_MAY,11,2,0.512
SUV,4,6,1.49
SEDAN,8,0,1.219
XE_MAY,12,1,0.487
PICKUP,3,6,1.59
XE_MAY,5,4,0.442
SUV,18,6,1.641
PICKUP,3,4,1.253
SUV,22,4,1.118
SUV,17,2,1.535
XE_MAY,1,1,0.461
SUV,12,1,1.281
SUV,23,5,1.446
PICKUP,15,4,1.699
SEDAN,8,0,1.184
SEDAN,21,1,0.883
SEDAN,12,4,0.981
SUV,1,5,1.449
SUV,22,6,1.456
SEDAN,21,4,0.918
PICKUP,22,3,1.231
SEDAN,14,2,1.014
PICKUP,16,2,1.683
SUV,13,4,1.234
SEDAN,9,5,1.559
XE_MAY,9,3,0.593
SUV,2,5,1.471
XE_MAY,2,5,0.583
SEDAN,2,1,0.882
XE_MAY,2,5,0.572
SUV,17,3,1.504
XE_MAY,13,5,0.666
SEDAN,15,3,1.189
XE_MAY,12,0,0.507
SEDAN,23,0,0.909
PICKUP,22,4,1.293
SUV,7,5,1.656
XE_MAY,19,3,0.502
SEDAN,21,6,1.181
SEDAN,5,0,0.922
SUV,4,4,1.118
SUV,1,3,1.113
PICKUP,12,1,1.359
SUV,3,2,1.147
SEDAN,17,6,1.588
XE_MAY,9,2,0.586
PICKUP,9,2,1.688
SEDAN,0,5,1.167
PICKUP,6,2,1.231
XE_MAY,14,4,0.514
PICKUP,1,2,1.238
XE_MAY,19,3,0.487
SUV,9,2,1.509
XE_MAY,0,2,0.456
SEDAN,12,2,0.972
XE_MAY,3,3,0.454
PICKUP,6,0,1.262
SEDAN,13,0,0.976
PICKUP,0,1,1.235
SUV,7,3,1.255
PICKUP,11,2,1.383
SUV,13,1,1.283
SUV,3,3,1.147
PICKUP,5,1,1.297
SUV,23,3,1.109
XE_MAY,11,6,0.668
SEDAN,3,1,0.896
SUV,1,1,1.115
PICKUP,13,5,1.771
SUV,1,1,1.095
SEDAN,15,5,1.578
SUV,3,3,1.122
PICKUP,17,3,1.652
SEDAN,10,6,1.571
PICKUP,16,5,2.152
PICKUP,4,0,1.266
XE_MAY,0,1,0.446
SEDAN,11,4,1.019
XE_MAY,21,1,0.459
XE_MAY,21,6,0.584
SUV,13,4,1.239
XE_MAY,13,3,0.496
SUV,9,3,1.528
XE_MAY,13,1,0.495
SEDAN,23,4,0.884
SEDAN,7,2,0.975
XE_MAY,8,5,0.778
SEDAN,21,6,1.169
PICKUP,6,3,1.286
XE_MAY,22,5,0.575
SEDAN,6,6,1.162
SEDAN,7,0,1.019
SEDAN,12,0,1.019
SUV,6,1,1.117
PICKUP,0,4,1.257
SEDAN,2,6,1.156
XE_MAY,12,3,0.513
SUV,22,5,1.429
SEDAN,7,2,1.026
PICKUP,15,0,1.699
PICKUP,20,0,1.403
SUV,3,2,1.093
SUV,8,2,1.498
PICKUP,7,2,1.392
XE_MAY,5,0,0.441
XE_MAY,1,5,0.59
SUV,6,2,1.157
PICKUP,8,4,1.686
XE_MAY,13,1,0.506
SUV,15,2,1.461
SUV,9,0,1.493
XE_MAY,21,0,0.44
SEDAN,10,2,1.208
SUV,23,6,1.501
SUV,7,5,1.641
SUV,6,4,1.096
PICKUP,2,0,1.249
SEDAN,20,5,1.304
XE_MAY,1,4,0.447
SEDAN,6,5,1.193
PICKUP,3,0,1.284
SUV,9,5,1.963
PICKUP,6,4,1.25
SEDAN,1,1,0.887
SEDAN,13,4,0.976
SUV,17,2,1.487
SUV,14,5,1.617
XE_MAY,13,0,0.505
PICKUP,13,4,1.413
XE_MAY,5,4,0.438
SUV,22,1,1.118
SUV,1,4,1.104
XE_MAY,22,1,0.441
PICKUP,15,5,2.227
XE_MAY,5,3,0.438
PICKUP,17,6,2.173
PICKUP,12,4,1.372
SUV,6,1,1.151
XE_MAY,5,4,0.452
SEDAN,18,5,1.279
XE_MAY,16,3,0.6
SUV,9,6,1.977
SEDAN,9,5,1.603
SUV,17,0,1.475
SEDAN,7,0,1.023
SEDAN,9,0,1.231
SEDAN,8,1,1.23
SUV,1,5,1.474
SEDAN,6,4,0.907
XE_MAY,0,5,0.582
SUV,20,4,1.269
SUV,10,0,1.503
SUV,23,1,1.137
PICKUP,19,2,1.394
SUV,1,5,1.483
XE_MAY,11,1,0.51
SUV,5,2,1.101
XE_MAY,17,5,0.796
XE_MAY,23,5,0.586
PICKUP,20,2,1.429
SEDAN,14,1,0.996
SUV,8,1,1.489
PICKUP,4,3,1.291
SEDAN,23,5,1.153
PICKUP,11,1,1.429
PICKUP,2,3,1.259
SEDAN,14,1,1.001
SEDAN,6,4,0.89
PICKUP,23,1,1.266
SUV,0,2,1.113
SEDAN,5,6,1.138
PICKUP,21,4,1.243
SEDAN,2,1,0.873
XE_MAY,13,1,0.514
PICKUP,20,3,1.439
XE_MAY,23,4,0.447
SEDAN,23,6,1.186
XE_MAY,19,0,0.495
PICKUP,12,0,1.414
XE_MAY,0,6,0.596
XE_MAY,4,1,0.462
XE_MAY,8,1,0.596
XE_MAY,0,6,0.595
XE_MAY,17,5,0.769
SUV,22,0,1.158
SEDAN,4,3,0.874
PICKUP,5,2,1.268
SUV,15,1,1.514
SEDAN,1,4,0.91
SUV,20,4,1.222
XE_MAY,0,6,0.6
XE_MAY,3,4,0.441
SUV,3,4,1.133
PICKUP,4,0,1.239
SEDAN,0,1,0.89
PICKUP,12,1,1.404
SUV,20,2,1.244
SEDAN,21,3,0.882
XE_MAY,15,1,0.588
XE_MAY,7,0,0.498
SUV,11,0,1.269
SUV,3,2,1.152
XE_MAY,1,4,0.439
SEDAN,5,3,0.894
SUV,19,1,1.22
PICKUP,4,5,1.59
SUV,19,6,1.641
SUV,11,0,1.258
SUV,15,5,1.911
SUV,8,6,1.919
XE_MAY,0,6,0.568
SEDAN,20,1,1.02
SUV,4,3,1.157
PICKUP,23,6,1.602
PICKUP,2,0,1.24
PICKUP,23,2,1.288
SEDAN,2,2,0.923
SEDAN,5,6,1.164
PICKUP,11,2,1.362
PICKUP,13,3,1.361
PICKUP,19,6,1.828
SUV,4,6,1.453
SEDAN,12,3,0.972
PICKUP,17,4,1.688
PICKUP,17,4,1.631
SEDAN,12,0,1.017
PICKUP,16,4,1.66
SEDAN,22,0,0.875
SEDAN,11,0,1.005
SEDAN,0,2,0.894
PICKUP,4,0,1.296
XE_MAY,11,2,0.501
SEDAN,9,3,1.184
SEDAN,17,3,1.215
SEDAN,6,6,1.154
SEDAN,1,5,1.198
SEDAN,3,5,1.161
SEDAN,12,5,1.304
XE_MAY,22,3,0.438
SUV,1,5,1.456
XE_MAY,21,4,0.459
XE_MAY,15,6,0.794
SEDAN,0,1,0.885
SUV,4,0,1.107
SEDAN,2,0,0.917
PICKUP,4,6,1.68
SEDAN,15,5,1.522
SEDAN,23,4,0.897
SUV,15,3,1.485
SUV,14,6,1.661
XE_MAY,9,0,0.585
SEDAN,1,5,1.15
XE_MAY,19,6,0.66
SEDAN,16,1,1.168
XE_MAY,12,6,0.65
PICKUP,21,3,1.256
SUV,18,4,1.238
SUV,22,1,1.118
PICKUP,5,2,1.262
XE_MAY,16,3,0.588
SEDAN,23,1,0.904
PICKUP,19,0,1.426
SEDAN,12,1,1.016
XE_MAY,22,3,0.441
PICKUP,10,5,2.138
PICKUP,12,1,1.381
XE_MAY,11,5,0.645
PICKUP,6,2,1.253
XE_MAY,3,0,0.455
SUV,19,6,1.582
SUV,0,1,1.094
SUV,5,4,1.118
XE_MAY,2,1,0.455
XE_MAY,9,1,0.589
SEDAN,20,0,1.008
SEDAN,8,0,1.183
XE_MAY,18,6,0.665
PICKUP,1,0,1.29
SUV,2,2,1.111
XE_MAY,11,6,0.639
SUV,12,4,1.243
SEDAN,10,6,1.536
PICKUP,23,2,1.273
SEDAN,22,5,1.193
XE_MAY,10,3,0.606
XE_MAY,16,6,0.795
SEDAN,0,4,0.894
PICKUP,15,4,1.645
XE_MAY,9,1,0.609
SEDAN,21,3,0.892
XE_MAY,20,0,0.505
SEDAN,6,6,1.154
SEDAN,22,1,0.877
SUV,14,6,1.673
SEDAN,10,2,1.175
SUV,19,6,1.673
PICKUP,1,5,1.685
PICKUP,7,1,1.425
XE_MAY,4,4,0.454
PICKUP,3,6,1.646
XE_MAY,4,6,0.598
SUV,17,6,1.925
XE_MAY,15,0,0.599
PICKUP,10,1,1.692
SUV,5,0,1.119
SUV,18,2,1.245
SUV,2,0,1.114
SEDAN,22,6,1.175
PICKUP,8,3,1.715
SUV,14,5,1.596
SEDAN,3,4,0.923
PICKUP,1,2,1.274
SUV,12,3,1.274
SEDAN,14,2,1.003
SUV,11,0,1.271
PICKUP,16,3,1.631
SUV,21,0,1.146
XE_MAY,23,6,0.569
SEDAN,22,6,1.197
XE_MAY,4,6,0.602
XE_MAY,9,3,0.593
SEDAN,18,3,0.983
XE_MAY,7,3,0.508
PICKUP,21,0,1.241
SUV,14,3,1.277
PICKUP,3,0,1.23
SEDAN,23,0,0.88
PICKUP,13,1,1.44
